,FECHA,TIPO_INGRESO,LINEA_1,LINEA_2,LINEA_3,LINEA_4,LINEA_5,LINEA_6,LINEA_7,LINEA_8,LINEA_9,LINEA_A,LINEA_B,LINEA_12,AÑO,MES
244,2012-09-01,Boletos,1616100,1775025,1295289,193335,433140,281535,455622,870015,572070,483615,1034220,0,2012,9
245,2012-09-02,Boletos,1124760,1128405,851568,116070,297120,179880,279378,576543,366330,337905,716775,0,2012,9
246,2012-09-03,Boletos,1708755,1859940,1668438,221040,534180,427515,653370,991212,706155,642585,1168770,0,2012,9
247,2012-09-04,Boletos,1429785,1651680,1411056,187035,448095,342555,542130,848124,602235,532470,923310,0,2012,9
248,2012-09-05,Boletos,1408710,1624065,1381935,183405,434730,331260,530745,832041,588060,542385,948495,0,2012,9
249,2012-09-06,Boletos,1354650,1591818,1348836,176010,414585,324855,518700,810015,566490,473850,894930,0,2012,9
250,2012-09-07,Boletos,1434915,1697892,1405041,184860,454830,344970,550170,833910,599295,512370,935745,0,2012,9
251,2012-09-08,Boletos,1510896,1693245,1231242,172710,401520,272670,432270,817158,538635,464700,980340,0,2012,9
252,2012-09-09,Boletos,1067769,1093713,803328,106785,284010,183315,247860,541902,322890,324570,682260,0,2012,9
253,2012-09-10,Boletos,1619775,1819797,1626888,216330,527370,422550,630465,953070,671715,628290,1121505,0,2012,9
254,2012-09-11,Boletos,1414875,1644081,1407090,183300,443880,346380,543015,836961,604170,541545,919575,0,2012,9
255,2012-09-12,Boletos,1388895,1582764,1364223,178560,431310,335790,529035,816900,583335,541710,927210,0,2012,9
256,2012-09-13,Boletos,1411275,1635141,1373634,187755,431505,342255,526125,857094,601440,512520,935505,0,2012,9
257,2012-09-14,Boletos,1581135,1783074,1444413,198660,485700,362010,583260,934650,636750,580215,1026420,0,2012,9
258,2012-09-15,Boletos,1397541,1360290,1084749,161595,399450,241095,393120,750465,500910,456810,877755,0,2012,9
259,2012-09-16,Boletos,890259,848010,667470,77610,238305,144150,198855,443562,264060,273645,538350,0,2012,9
260,2012-09-17,Boletos,1645965,1728630,1526835,195180,480420,372945,576960,904635,638910,583860,1078455,0,2012,9
261,2012-09-18,Boletos,1470315,1684545,1472634,192210,483720,366195,576150,874938,615225,583530,984360,0,2012,9
262,2012-09-19,Boletos,1397205,1599870,1382070,178575,438210,335220,531540,827145,585465,557595,950655,0,2012,9
263,2012-09-20,Boletos,1362360,1572861,1329666,177300,428430,323040,502395,831825,576600,528270,925470,0,2012,9
264,2012-09-21,Boletos,1457790,1679079,1402467,186810,451830,349275,535500,862995,590850,558615,977355,0,2012,9
265,2012-09-22,Boletos,1489755,1630740,1207890,168930,407640,263970,427410,815619,546900,500775,972060,0,2012,9
266,2012-09-23,Boletos,1020690,1015650,772605,107865,279135,174900,240150,514878,341130,332955,663885,0,2012,9
267,2012-09-24,Boletos,1617480,1777068,1577853,229635,520695,396570,600315,925959,645465,653805,1121820,0,2012,9
268,2012-09-25,Boletos,1387095,1561092,1379631,181410,430275,337200,524175,817857,583035,540375,902445,0,2012,9
269,2012-09-26,Boletos,1360035,1553463,1336179,186585,418125,319515,495330,807072,563640,528375,914925,0,2012,9
270,2012-09-27,Boletos,1390170,1548327,1334832,191655,423690,318660,511080,831960,575220,521445,915045,0,2012,9
271,2012-09-28,Boletos,1577310,1809810,1506063,199125,479025,360045,575655,945735,635370,580785,1051035,0,2012,9
272,2012-09-29,Boletos,1588095,1727565,1281666,178905,436515,280320,448515,845775,572595,526245,1025880,0,2012,9
273,2012-09-30,Boletos,1055175,1013685,804492,107550,290745,183930,252180,522585,336465,352680,680610,0,2012,9
274,2012-10-01,Boletos,1660311,1815042,1626894,219150,539445,405930,638340,957945,683640,655680,1168905,0,2012,10
275,2012-10-02,Boletos,1441164,1583643,1404228,185295,432390,335115,542460,821310,595860,534705,907545,0,2012,10
276,2012-10-03,Boletos,1394460,1571910,1367976,179850,428370,326475,518220,829500,576150,557115,943680,0,2012,10
277,2012-10-04,Boletos,1354695,1542255,1323837,179925,425685,316695,505830,812925,566700,530310,923760,0,2012,10
278,2012-10-05,Boletos,1491840,1684164,1410048,190215,458850,343485,541545,862905,599745,557700,986010,0,2012,10
279,2012-10-06,Boletos,1520010,1711521,1282539,172200,416025,270885,442740,822780,540975,505965,996720,0,2012,10
280,2012-10-07,Boletos,1027275,1017660,799266,104610,286140,181470,247680,520305,320220,344475,675810,0,2012,10
281,2012-10-08,Boletos,1578390,1735149,1566783,209490,512100,402570,599910,915705,651480,640590,1107315,0,2012,10
282,2012-10-09,Boletos,1386015,1570104,1362585,182925,429480,330840,530595,809670,575940,533595,896520,0,2012,10
283,2012-10-10,Boletos,1396050,1581645,1362711,180150,422385,332850,516240,827820,584790,553215,928800,0,2012,10
284,2012-10-11,Boletos,1379445,1575762,1356528,178815,423015,337245,505650,818685,581880,531510,916215,0,2012,10
285,2012-10-12,Boletos,1488525,1684770,1413339,190425,443025,341955,547650,874635,630840,562710,998685,0,2012,10
286,2012-10-13,Boletos,1550700,1704660,1252785,176160,422730,274860,449820,843645,576045,514860,1012605,0,2012,10
287,2012-10-14,Boletos,1060641,1062585,811359,113490,297330,186255,246735,543195,357900,350220,724320,0,2012,10
288,2012-10-15,Boletos,1691529,1877130,1668771,224520,520950,422640,663210,1001940,702630,674430,1171215,0,2012,10
289,2012-10-16,Boletos,1484529,1691370,1450506,194475,468735,357510,572055,871725,624060,576345,963480,0,2012,10
290,2012-10-17,Boletos,1402221,1589835,1354026,182445,434805,331860,512250,827760,579855,571995,946350,0,2012,10
291,2012-10-18,Boletos,1365735,1554900,1332711,177780,426195,333225,497985,802485,566550,531750,904800,0,2012,10
292,2012-10-19,Boletos,1420845,1643793,1360086,188130,446715,338235,526215,834300,580800,558555,967245,0,2012,10
293,2012-10-20,Boletos,1504476,1696812,1211136,175860,406710,266160,421185,815625,526410,499965,989805,0,2012,10
294,2012-10-21,Boletos,1038429,1032900,775956,112590,278535,180120,230355,519450,310590,347430,675825,0,2012,10
295,2012-10-22,Boletos,1539465,1714275,1526571,207930,503385,396225,583155,893895,627900,633015,1086480,0,2012,10
296,2012-10-23,Boletos,1363425,1541145,1300470,178755,425205,324465,504300,789750,569130,529575,877815,0,2012,10
297,2012-10-24,Boletos,1328430,1513761,1265766,174030,413370,313425,496305,777555,554850,529890,896610,0,2012,10
298,2012-10-25,Boletos,1324020,1522299,1280526,180765,409920,315810,481590,780960,548805,519045,889650,0,2012,10
299,2012-10-26,Boletos,1438698,1649895,1357119,192390,448440,325560,514635,843165,595020,553305,962010,0,2012,10
300,2012-10-27,Boletos,1488423,1656000,1201440,180930,409380,266835,411405,804690,535365,496050,971955,0,2012,10
301,2012-10-28,Boletos,1106790,1220955,893418,120420,293460,185655,234765,566040,350475,359340,691515,0,2012,10
302,2012-10-29,Boletos,1515006,1658100,1463835,211200,491970,382140,567300,872490,622155,623580,1059825,0,2012,10
303,2012-10-30,Boletos,1407975,1529685,1316253,192750,434115,337515,502350,807075,571485,550395,896340,0,2012,10
304,2012-10-31,Boletos,1411773,1528890,1313874,198330,430575,329070,515295,793770,583380,561810,935295,0,2012,10
305,2012-11-01,Boletos,1359495,1464585,1200039,185460,414135,286620,476850,748200,554865,511065,906225,0,2012,11
306,2012-11-02,Boletos,998601,1086855,863724,119550,324855,199485,300945,555615,392430,368055,727245,0,2012,11
307,2012-11-03,Boletos,1193511,1305045,938487,132765,328575,205110,282690,633690,394755,389385,829575,0,2012,11
308,2012-11-04,Boletos,869253,813780,651969,89940,266325,150390,188970,417045,260175,299100,596235,0,2012,11
309,2012-11-05,Boletos,1481907,1513710,1390629,194595,492120,368445,530430,795030,584730,612930,1035030,0,2012,11
310,2012-11-06,Boletos,1289574,1409715,1243389,169095,416370,316275,477180,700380,531030,516105,849120,0,2012,11
311,2012-11-07,Boletos,1264629,1384860,1203018,165885,402660,304065,452670,685815,508050,519150,868020,0,2012,11
312,2012-11-08,Boletos,1253250,1356834,1184859,166800,395520,297495,445365,684060,502800,501120,854460,0,2012,11
313,2012-11-09,Boletos,1321335,1444836,1240926,174495,418500,313755,464910,726060,522720,525300,906450,0,2012,11
314,2012-11-10,Boletos,1387083,1492455,1104345,162225,385230,250770,385845,696090,478380,481830,943515,0,2012,11
315,2012-11-11,Boletos,953970,931365,729609,100650,271500,177090,217935,447000,299265,331305,646800,0,2012,11
316,2012-11-12,Boletos,1437267,1496895,1383039,193680,475920,362925,519825,766755,589095,583365,1021665,0,2012,11
317,2012-11-13,Boletos,1258635,1361520,1212216,169665,399105,312930,453075,676470,507225,516975,840105,0,2012,11
318,2012-11-14,Boletos,1284345,1376805,1188873,165435,403530,304425,456615,698670,508980,526380,868500,0,2012,11
319,2012-11-15,Boletos,1332720,1427805,1205028,174540,418965,314955,458730,714090,527835,513900,887370,0,2012,11
320,2012-11-16,Boletos,1402980,1544835,1284597,182310,447540,328275,483960,754650,553170,544890,976635,0,2012,11
321,2012-11-17,Boletos,1415010,1584915,1133010,164670,402120,256995,380505,713130,490935,504750,979920,0,2012,11
322,2012-11-18,Boletos,972585,1015125,734082,101280,262695,182040,215595,475395,289545,334260,699915,0,2012,11
323,2012-11-19,Boletos,1047420,1028910,746331,119205,286605,175335,241080,505350,319380,343965,764220,0,2012,11
324,2012-11-20,Boletos,1358283,1425885,1292934,185205,449190,330330,491970,739200,546960,553275,934950,0,2012,11
325,2012-11-21,Boletos,1272087,1361460,1170663,166545,400440,290970,448320,667095,497880,515700,881250,0,2012,11
326,2012-11-22,Boletos,1236765,1367709,1151583,163695,391530,296565,427530,656115,489180,478830,846150,0,2012,11
327,2012-11-23,Boletos,1301412,1417656,1191000,173865,411660,301290,445110,695280,500100,494550,890940,0,2012,11
328,2012-11-24,Boletos,1368915,1447275,1082079,160590,388305,245670,364530,676845,481170,465855,935130,0,2012,11
329,2012-11-25,Boletos,902643,970215,715125,66000,264285,173025,217260,452250,287790,326070,660720,0,2012,11
330,2012-11-26,Boletos,1416702,1458696,1308096,131865,459810,347340,478770,742425,555150,574725,993345,0,2012,11
331,2012-11-27,Boletos,1282797,1342284,1170408,129825,398385,296220,433410,663270,496620,501465,836730,0,2012,11
332,2012-11-28,Boletos,1291386,1399425,1193568,140790,400335,288990,432105,680730,491880,507570,871950,0,2012,11
333,2012-11-29,Boletos,1314975,1368300,1175484,144285,399150,293475,432765,693120,503520,492225,868740,0,2012,11
334,2012-11-30,Boletos,1459905,1517310,1293780,155670,441990,326265,456930,771360,535200,539460,960570,0,2012,11
335,2012-12-01,Boletos,1256655,1235460,985845,117870,371070,222495,319275,622245,421170,430710,923655,0,2012,12
336,2012-12-02,Boletos,1023540,996135,754020,114105,279105,191760,218580,487545,296790,351255,729825,0,2012,12
337,2012-12-03,Boletos,1497870,1537728,1345200,194595,467265,361170,502965,768690,544740,583875,1029480,0,2012,12
338,2012-12-04,Boletos,1313730,1378089,1206375,168525,401280,303015,434640,684930,502770,499050,849015,0,2012,12
339,2012-12-05,Boletos,1290630,1377633,1149930,164895,391080,287520,427605,668850,485790,509880,888510,0,2012,12
340,2012-12-06,Boletos,1281885,1366923,1132590,169350,382320,285975,414660,672450,489840,475170,860040,0,2012,12
341,2012-12-07,Boletos,1369740,1470426,1203825,179400,403920,307050,441105,713760,505260,510600,930390,0,2012,12
342,2012-12-08,Boletos,1397910,1506681,1078695,174750,382920,262590,353505,680670,469830,471360,962190,0,2012,12
343,2012-12-09,Boletos,1012050,998955,737655,116940,272655,196140,205140,464850,289140,352290,711930,0,2012,12
344,2012-12-10,Boletos,1420245,1490505,1275315,196965,447495,364665,463035,732615,525240,572715,976560,0,2012,12
345,2012-12-11,Boletos,1291680,1339380,1161330,191310,417330,385620,411555,663420,498510,684075,833670,0,2012,12
346,2012-12-12,Boletos,1172835,1223205,1032495,158580,358950,360630,349095,597555,436560,476415,828600,0,2012,12
347,2012-12-13,Boletos,1274010,1330719,1102770,163875,372660,274680,401295,662655,474450,485190,861630,0,2012,12
348,2012-12-14,Boletos,1399761,1453416,1177635,175635,407610,288690,437325,716745,511560,521985,925680,0,2012,12
349,2012-12-15,Boletos,1416324,1472925,1066110,173055,393930,251970,354150,677865,454560,494850,989940,0,2012,12
350,2012-12-16,Boletos,1114710,1066635,785100,121440,302010,199320,223650,507840,305340,366000,785565,0,2012,12
351,2012-12-17,Boletos,1442115,1431690,1168650,180930,420270,300690,442335,707325,519450,537660,960060,0,2012,12
352,2012-12-18,Boletos,1297560,1330881,1041783,162360,376470,262620,393405,637755,458310,465510,822240,0,2012,12
353,2012-12-19,Boletos,1355040,1363974,1043577,162135,372525,257010,385815,650205,458160,507180,893400,0,2012,12
354,2012-12-20,Boletos,1400280,1414074,1057551,166410,387435,255225,381900,663705,477210,483270,920985,0,2012,12
355,2012-12-21,Boletos,1423500,1419990,1058910,171270,393630,258000,389166,674730,463440,496395,943575,0,2012,12
356,2012-12-22,Boletos,1418985,1427496,989124,168570,408030,178410,361539,658950,423030,475515,984960,0,2012,12
357,2012-12-23,Boletos,1124895,1062870,738285,133320,328590,140265,241314,512265,285990,374220,831645,0,2012,12
358,2012-12-24,Boletos,1041390,948660,757086,135015,341760,143025,267996,500940,326010,411300,780630,0,2012,12
359,2012-12-25,Boletos,541914,520158,376185,54090,208200,81810,124440,251190,147660,224280,417615,0,2012,12
360,2012-12-26,Boletos,1302186,1229535,964587,140760,381120,206115,365040,601905,408270,470880,867300,0,2012,12
361,2012-12-27,Boletos,1237485,1226892,913923,139110,349860,188265,349755,587790,390540,405150,812025,0,2012,12
362,2012-12-28,Boletos,1274655,1327710,966570,143175,360135,189195,360570,609975,405795,416835,857160,0,2012,12
363,2012-12-29,Boletos,1217886,1221075,837375,136815,350940,161850,306975,579165,356445,389460,856290,0,2012,12
364,2012-12-30,Boletos,946749,876390,625083,107250,276255,132360,208680,432090,242010,311535,702060,0,2012,12
365,2012-12-31,Boletos,950079,835725,695772,117030,316695,136005,245805,444960,294375,371190,700785,0,2012,12
366,2013-01-01,Boletos,526602,492258,370878,52725,207900,98715,129030,242733,150600,218835,409710,0,2013,1
367,2013-01-02,Boletos,1285464,1193007,960564,139125,377010,205980,379905,590172,418020,448230,849690,0,2013,1
368,2013-01-03,Boletos,1288560,1281600,972090,145545,361215,198375,372330,635520,424230,423495,859740,0,2013,1
369,2013-01-04,Boletos,1332327,1331040,1015713,157770,368700,209610,388440,666675,433095,433365,911385,0,2013,1
370,2013-01-05,Boletos,1256943,1275825,910260,153000,349680,169890,336195,651090,397455,432345,938940,0,2013,1
371,2013-01-06,Boletos,775845,718230,565590,79710,242205,102960,192645,363570,219255,294990,558675,0,2013,1
372,2013-01-07,Boletos,1299228,1266228,1135113,159420,420495,258705,463860,663930,482535,502725,874095,0,2013,1
373,2013-01-08,Boletos,1143918,1155915,1017756,142350,352725,221895,409305,580866,448260,449895,716910,0,2013,1
374,2013-01-09,Boletos,1126824,1142883,1003680,144513,345345,215250,405765,588789,431970,455100,752880,0,2013,1
375,2013-01-10,Boletos,1119885,1136844,1002855,142167,339585,213315,402735,587115,440505,423225,738570,0,2013,1
376,2013-01-11,Boletos,1186080,1222953,1056699,149355,365385,230580,408585,612930,458595,451395,790095,0,2013,1
377,2013-01-12,Boletos,1212810,1215552,927381,136470,333480,182040,364578,591240,405015,417810,806610,0,2013,1
378,2013-01-13,Boletos,836523,777360,615318,85890,243810,121365,217437,382635,245850,292035,574485,0,2013,1
379,2013-01-14,Boletos,1323687,1307250,1190064,168795,423075,276150,478260,682881,521925,531075,883965,0,2013,1
380,2013-01-15,Boletos,1225833,1234884,1094793,150105,377790,243630,443160,631638,481065,469860,771825,0,2013,1
381,2013-01-16,Boletos,1213302,1233741,1077348,151485,371265,239325,437190,624876,464610,487980,799410,0,2013,1
382,2013-01-17,Boletos,1153395,1178853,1032843,146760,355065,221580,412350,602205,456900,446430,771570,0,2013,1
383,2013-01-18,Boletos,1211910,1232322,1068891,150675,370620,235875,432735,620475,467490,464235,801570,0,2013,1
384,2013-01-19,Boletos,1226940,1268505,955677,141390,345405,184911,359610,603720,405330,435435,828900,0,2013,1
385,2013-01-20,Boletos,840300,789300,634053,88725,243780,126909,219000,389190,245970,295620,572880,0,2013,1
386,2013-01-21,Boletos,1282800,1262430,1195173,164340,429870,294765,455385,667350,490320,523455,884445,0,2013,1
387,2013-01-22,Boletos,1131432,1137240,1026675,142650,364650,239070,412890,602130,439410,450375,724485,0,2013,1
388,2013-01-23,Boletos,1130763,1136115,1013925,142125,352365,225015,403470,576465,434130,458115,758820,0,2013,1
389,2013-01-24,Boletos,1121955,1135500,1011621,142860,353760,222960,400545,576450,438150,436335,748680,0,2013,1
390,2013-01-25,Boletos,1237275,1250100,1094919,154950,385995,252165,435120,637365,466410,471090,821025,0,2013,1
391,2013-01-26,Boletos,1210665,1240290,963189,140385,350205,184650,373230,591360,405420,433080,822660,0,2013,1
392,2013-01-27,Boletos,860340,801210,627978,89385,244215,126975,226245,389940,250380,305025,573555,0,2013,1
393,2013-01-28,Boletos,1318134,1333905,1252158,168135,444510,292845,472620,670872,502680,550620,907725,0,2013,1
394,2013-01-29,Boletos,1167780,1180260,1091691,149325,381270,244095,423735,590601,457425,473790,760515,0,2013,1
395,2013-01-30,Boletos,1190856,1203360,1081242,147570,375360,242400,412590,616437,454665,485295,797460,0,2013,1
396,2013-01-31,Boletos,1221600,1201260,1092027,148965,381480,244710,435675,622005,457155,476640,801975,0,2013,1
397,2013-02-01,Boletos,1286490,1303803,1146654,160335,413565,259965,445365,648480,490425,506685,868230,0,2013,2
398,2013-02-02,Boletos,1194810,1213407,959121,139650,354900,189030,356100,579300,412050,437640,810390,0,2013,2
399,2013-02-03,Boletos,821985,753135,616809,85080,241395,122880,211560,376410,240495,293595,565590,0,2013,2
400,2013-02-04,Boletos,907032,830370,647490,101190,269100,125310,230940,427050,277650,323010,645075,0,2013,2
401,2013-02-05,Boletos,1256352,1268751,1167312,165060,422010,280680,455205,652449,488340,547770,853095,0,2013,2
402,2013-02-06,Boletos,1152408,1178499,1065117,148695,376230,236640,417165,592611,447885,500310,792075,0,2013,2
